colegio;PRODUCTO;TALLA;VALOR AÑO PRESENTE;ID_BUSQUEDA;2022;2023;2024;2025;2026;2027;2028;2029
Policia;camiseta fisica;6;45000;Policia_camiseta fisica_6;;;;;45000;50000;55000;61000
Policia;camiseta fisica;8;45000;Policia_camiseta fisica_8;;;;;45000;50000;55000;61000
Policia;camiseta fisica;10;48000;Policia_camiseta fisica_10;;;;;48000;53000;59000;65000
Policia;camiseta fisica;12;48000;Policia_camiseta fisica_12;;;;;48000;53000;59000;65000
Policia;camiseta fisica;14;51000;Policia_camiseta fisica_14;;;;;51000;57000;63000;70000
Policia;camiseta fisica;16;51000;Policia_camiseta fisica_16;;;;;51000;57000;63000;70000
Policia;camiseta fisica;S;53000;Policia_camiseta fisica_S;;;;;53000;59000;65000;72000
Policia;camiseta fisica;M;53000;Policia_camiseta fisica_M;;;;;53000;59000;65000;72000
Policia;camiseta fisica;L;54000;Policia_camiseta fisica_L;;;;;54000;60000;66000;73000
Policia;camiseta fisica;XL;54000;Policia_camiseta fisica_XL;;;;;54000;60000;66000;73000
Policia;bombacho;2;50000;Policia_bombacho_2;;;;;50000;55000;61000;68000
Policia;bombacho;4;50000;Policia_bombacho_4;;;;;50000;55000;61000;68000
Policia;bombacho;6;50000;Policia_bombacho_6;;;;;50000;55000;61000;68000
Policia;bombacho;8;50000;Policia_bombacho_8;;;;;50000;55000;61000;68000
Policia;bombacho;10;53000;Policia_bombacho_10;;;;;55000;61000;68000;75000
Policia;bombacho;12;53000;Policia_bombacho_12;;;;;55000;61000;68000;75000
Policia;bombacho;14;56000;Policia_bombacho_14;;;;;60000;66000;73000;81000
Policia;bombacho;16;56000;Policia_bombacho_16;;;;;60000;66000;73000;81000
Policia;bombacho;S;59000;Policia_bombacho_S;;;;;70000;77000;85000;94000
Policia;bombacho;M;59000;Policia_bombacho_M;;;;;70000;77000;85000;94000
Policia;bombacho;L;59000;Policia_bombacho_L;;;;;70000;77000;85000;94000
Policia;bombacho;XL;62000;Policia_bombacho_XL;;;;;70000;77000;85000;94000
Antonio Narino;blusa;2;37000;Antonio Narino_blusa_2;;;;;37000;41000;46000;51000
Antonio Narino;blusa;4;37000;Antonio Narino_blusa_4;;;;;37000;41000;46000;51000
Antonio Narino;blusa;6;37000;Antonio Narino_blusa_6;;;;;37000;41000;46000;51000
Antonio Narino;blusa;8;37000;Antonio Narino_blusa_8;;;;;37000;41000;46000;51000
Antonio Narino;blusa;10;40000;Antonio Narino_blusa_10;;;;;40000;44000;49000;54000
Antonio Narino;blusa;12;40000;Antonio Narino_blusa_12;;;;;40000;44000;49000;54000
Antonio Narino;blusa;14;42000;Antonio Narino_blusa_14;;;;;42000;47000;52000;58000
Antonio Narino;blusa;16;42000;Antonio Narino_blusa_16;;;;;42000;47000;52000;58000
Antonio Narino;blusa;S;45000;Antonio Narino_blusa_S;;;;;45000;50000;55000;61000
Antonio Narino;blusa;M;45000;Antonio Narino_blusa_M;;;;;45000;50000;55000;61000
Antonio Narino;blusa;L;48000;Antonio Narino_blusa_L;;;;;48000;53000;59000;65000
Antonio Narino;blusa;XL;48000;Antonio Narino_blusa_XL;;;;;48000;53000;59000;65000
Antonio Narino;jumper;2;85000;Antonio Narino_jumper_2;;;;;85000;94000;104000;115000
Antonio Narino;jumper;4;85000;Antonio Narino_jumper_4;;;;;85000;94000;104000;115000
Antonio Narino;jumper;6;85000;Antonio Narino_jumper_6;;;;;85000;94000;104000;115000
Antonio Narino;jumper;8;85000;Antonio Narino_jumper_8;;;;;85000;94000;104000;115000
Antonio Narino;jumper;10;88000;Antonio Narino_jumper_10;;;;;88000;97000;107000;118000
Antonio Narino;jumper;12;88000;Antonio Narino_jumper_12;;;;;88000;97000;107000;118000
Antonio Narino;jumper;14;92000;Antonio Narino_jumper_14;;;;;92000;102000;113000;125000
Antonio Narino;jumper;16;92000;Antonio Narino_jumper_16;;;;;92000;102000;113000;125000
Antonio Narino;jumper;S;95000;Antonio Narino_jumper_S;;;;;95000;105000;116000;128000
Antonio Narino;jumper;M;95000;Antonio Narino_jumper_M;;;;;95000;105000;116000;128000
Antonio Narino;jumper;L;100000;Antonio Narino_jumper_L;;;;;100000;110000;121000;134000
Antonio Narino;jumper;XL;100000;Antonio Narino_jumper_XL;;;;;100000;110000;121000;134000
Policia;camisa;2;34000;Policia_camisa_2;;;;;34000;38000;42000;47000
Policia;camisa;4;34000;Policia_camisa_4;;;;;34000;38000;42000;47000
Policia;camisa;6;34000;Policia_camisa_6;;;;;34000;38000;42000;47000
Policia;camisa;8;34000;Policia_camisa_8;;;;;34000;38000;42000;47000
Policia;camisa;10;37000;Policia_camisa_10;;;;;37000;41000;46000;51000
Policia;camisa;12;37000;Policia_camisa_12;;;;;37000;41000;46000;51000
Policia;camisa;14;39000;Policia_camisa_14;;;;;39000;43000;48000;53000
Policia;camisa;16;39000;Policia_camisa_16;;;;;39000;43000;48000;53000
Policia;camisa;S;42000;Policia_camisa_S;;;;;42000;47000;52000;58000
Policia;camisa;M;42000;Policia_camisa_M;;;;;42000;47000;52000;58000
Policia;camisa;L;45000;Policia_camisa_L;;;;;45000;50000;55000;61000
Policia;camisa;XL;45000;Policia_camisa_XL;;;;;45000;50000;55000;61000
Policia;jumper;2;79000;Policia_jumper_2;;;;70000;79000;87000;96000;106000
Policia;jumper;4;79000;Policia_jumper_4;;;;70000;79000;87000;96000;106000
Policia;jumper;6;84000;Policia_jumper_6;;;;75000;84000;93000;103000;114000
Policia;jumper;8;84000;Policia_jumper_8;;;;75000;84000;93000;103000;114000
Policia;jumper;10;90000;Policia_jumper_10;;;;80000;90000;99000;109000;120000
Policia;jumper;12;90000;Policia_jumper_12;;;;80000;90000;99000;109000;120000
Policia;jumper;14;96000;Policia_jumper_14;;;;85000;96000;106000;117000;129000
Policia;jumper;16;96000;Policia_jumper_16;;;;85000;96000;106000;117000;129000
Policia;jumper;S;100000;Policia_jumper_S;;;;89000;100000;110000;121000;134000
Policia;jumper;M;100000;Policia_jumper_M;;;;89000;100000;110000;121000;134000
Policia;jumper;L;106000;Policia_jumper_L;;;;94000;106000;117000;129000;142000
Policia;jumper;XL;106000;Policia_jumper_XL;;;;94000;106000;117000;129000;142000
antifluido;La Fayette;S;125000;antifluido_La Fayette_S;;;;;125000;138000;152000;168000
antifluido;La Fayette;M;130000;antifluido_La Fayette_M;;;;;130000;143000;158000;174000
antifluido;La Fayette;L;135000;antifluido_La Fayette_L;;;;;135000;149000;164000;181000
antifluido;La Fayette;XL;140000;antifluido_La Fayette_XL;;;;;140000;154000;170000;187000
antifluido;La Fayette;XXL;150000;antifluido_La Fayette_XXL;;;;;150000;165000;182000;201000
antifluido;Nacional;S;100000;antifluido_Nacional_S;;;;;;;;
antifluido;Nacional;M;105000;antifluido_Nacional_M;;;;;;;;
antifluido;Nacional;L;110000;antifluido_Nacional_L;;;;;;;;
antifluido;Nacional;XL;115000;antifluido_Nacional_XL;;;;;;;;
antifluido;Nacional;XXL;120000;antifluido_Nacional_XXL;;;;;;;;
Diac;Blusa manga larga;16;;;;;;;;;;
Diac;Blusa manga larga;S;;;;;;;;;;
Diac;Blusa manga larga;M;;;;;;;;;;
Diac;Blusa manga larga;L;;;;;;;;;;
Diac;Blusa manga larga;XL;;Diac_Blusa manga larga_NA;;;;;;;;
Diac;Blusa manga corta;16;;Diac_Blusa manga corta_NA;;;;;;;;
Diac;Blusa manga corta;S;;;;;;;;;;
Diac;Blusa manga corta;M;;;;;;;;;;
Diac;Blusa manga corta;L;;;;;;;;;;
Diac;Blusa manga corta;XL;;;;;;;;;;
Diac;Camisa manga larga;16;;;;;;;;;;
Diac;Camisa manga larga;S;;;;;;;;;;
Diac;Camisa manga larga;M;;;;;;;;;;
Diac;Camisa manga larga;L;;;;;;;;;;
Diac;Camisa manga larga;XL;;Diac_Camisa manga larga_NA;;;;;;;;
Diac;Camisa manga corta;16;;;;;;;;;;
Diac;Camisa manga corta;S;;;;;;;;;;
Diac;Camisa manga corta;M;;;;;;;;;;
Diac;Camisa manga corta;L;;;;;;;;;;
Diac;Camisa manga corta;XL;;Diac_Camisa manga corta_NA;;;;;;;;
Diac;Camiseta;16;;;;;;;;;;
Diac;Camiseta;S;;;;;;;;;;
Diac;Camiseta;M;;;;;;;;;;
Diac;Camiseta;L;;;;;;;;;;
Diac;Camiseta;XL;;;;;;;;;;
Diac;Camiseta;NA;;Diac_Camiseta _NA;;;;;;;;
Diac;Blusa anti fluido / cierre;NA;;Diac_Blusa anti fluido / cierre_NA;;;;;;;;
Diac;Blusa anti fluido / bies / cierre;NA;;Diac_Blusa anti fluido / bies / cierre_NA;;;;;;;;
Diac;Camisa anti fluido hombre / cierre;NA;;Diac_Camisa anti fluido hombre / cierre_NA;;;;;;;;
Diac;Camisa cuello V anti fluido dama;NA;;Diac_Camisa cuello V anti fluido dama_NA;;;;;;;;
Diac;Chaqueta dama azul;NA;;Diac_Chaqueta dama azul_NA;;;;;;;;
Diac;Bolso transparente;NA;;Diac_Bolso transparente_NA;;;;;;;;
Diac;Pantalon Dama;NA;;Diac_Pantalon Dama_NA;;;;;;;;
Diac;Pantalon maternal;NA;;Diac_Pantalon maternal_NA;;;;;;;;
Diac;Bombacho antifluido;NA;;Diac_Bombacho antifluido_NA;;;;;;;;
Diac;Bata sencilla;NA;;Diac_Bata sencilla_NA;;;;;;;;
Diac;Bata hospitalaria;NA;;Diac_Bata hospitalaria_NA;;;;;;;;
Diac;Bata con corte;NA;;Diac_Bata con corte_NA;;;;;;;;
Diac;Paquete quirurgico;NA;;Diac_Paquete quirurgico_NA;;;;;;;;
Diac;Funda de mayo;NA;;Diac_Funda de mayo_NA;;;;;;;;
Diac;Funda;NA;;Diac_Funda_NA;;;;;;;;
Diac;Sabana fenestrada;NA;;Diac_Sabana fenestrada_NA;;;;;;;;
Diac;Bata;NA;;Diac_Bata_NA;;;;;;;;
Diac;Campito;NA;;Diac_Campito_NA;;;;;;;;
Diac;Embolvedora;NA;;Diac_Embolvedora_NA;;;;;;;;
Casa del niño;Batas lactancia;NA;;Casa del niño_Batas lactancia_NA;;;;;;;;
Diac;Chaqueta tecnico hombre;NA;;Diac_Chaqueta tecnico hombre_NA;;;;;;;;
Diac;Chaqueta tecnico mujer;NA;;Diac_Chaqueta tecnico mujer_NA;;;;;;;;
Diac;Chaqueta enfermeria hombre;NA;;Diac_Chaqueta enfermeria hombre_NA;;;;;;;;
Diac;Chaqueta servico general;NA;;Diac_Chaqueta servico general_NA;;;;;;;;
Inversiones OM;Camiseta;NA;;Inversiones OM_Camiseta_NA;;;;;;;;
Policia;polo;NA;;Policia_polo_S;;;;;;;;
Policia;polo;NA;;Policia_polo_M;;;;;;;;
Policia;polo;NA;;Policia_polo_L;;;;;;;;
Policia;polo;NA;;Policia_polo_XL;;;;;;;;
otros;Camiseta monja con base de cuello;NA;;otros_Camiseta monja con base de cuello_NA;;;;;;;;
Diac;Pantalon hombre;NA;;Diac_Pantalon hombre_NA;;;;;;;;
dotacion;camisa oxford mujer azul;16;42000;dotacion_camisa oxford mujer azul_16;;;;;42000;47000;52000;58000
dotacion;camisa oxford mujer azul;S;42000;dotacion_camisa oxford mujer azul_S;;;;;42000;47000;52000;58000
dotacion;camisa oxford mujer azul;M;42000;dotacion_camisa oxford mujer azul_M;;;;;42000;47000;52000;58000
dotacion;camisa oxford mujer azul;L;42000;dotacion_camisa oxford mujer azul_L;;;;;42000;47000;52000;58000
dotacion;camisa oxford mujer azul;XL;42000;dotacion_camisa oxford mujer azul_XL;;;;;42000;47000;52000;58000
dotacion;camisa oxford hombre azul;S;42000;dotacion_camisa oxford hombre azul_S;;;;;42000;47000;52000;58000
dotacion;camisa oxford hombre azul;M;42000;dotacion_camisa oxford hombre azul_M;;;;;42000;47000;52000;58000
dotacion;camisa oxford hombre azul;L;42000;dotacion_camisa oxford hombre azul_L;;;;;42000;47000;52000;58000
dotacion;camisa oxford hombre azul;XL;42000;dotacion_camisa oxford hombre azul_XL;;;;;42000;47000;52000;58000
dotacion;jeans hombre strech;28;40000;dotacion_jeans hombre strech_28;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;30;40000;dotacion_jeans hombre strech_30;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;32;40000;dotacion_jeans hombre strech_32;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;34;40000;dotacion_jeans hombre strech_34;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;36;40000;dotacion_jeans hombre strech_36;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;38;40000;dotacion_jeans hombre strech_38;;;;;36000;40000;44000;49000
dotacion;jeans hombre strech;40;40000;dotacion_jeans hombre strech_40;;;;;36000;40000;44000;49000
dotacion;jeans dama strech;6;42000;dotacion_jeans dama strech_6;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;8;42000;dotacion_jeans dama strech_8;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;10;42000;dotacion_jeans dama strech_10;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;12;42000;dotacion_jeans dama strech_12;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;14;42000;dotacion_jeans dama strech_14;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;16;42000;dotacion_jeans dama strech_16;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;18;42000;dotacion_jeans dama strech_18;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;20;42000;dotacion_jeans dama strech_20;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;22;42000;dotacion_jeans dama strech_22;;;;;42000;47000;52000;58000
dotacion;jeans dama strech;24;42000;dotacion_jeans dama strech_24;;;;;42000;47000;52000;58000
dotacion;camisa jean manga larga hombre;s;40000;dotacion_camisa jean manga larga hombre_s;;;;;40000;;;
dotacion;camisa jean manga larga hombre;m;40000;dotacion_camisa jean manga larga hombre_m;;;;;40000;;;
dotacion;camisa jean manga larga hombre;l;40000;dotacion_camisa jean manga larga hombre_l;;;;;40000;;;
dotacion;camisa jean manga larga hombre;xl;40000;dotacion_camisa jean manga larga hombre_xl;;;;;40000;;;
dotacion;camisa jean manga larga mujer;16;40000;dotacion_camisa jean manga larga mujer_16;;;;;40000;;;
dotacion;camisa jean manga larga mujer;s;40000;dotacion_camisa jean manga larga mujer_s;;;;;40000;;;
dotacion;camisa jean manga larga mujer;m;40000;dotacion_camisa jean manga larga mujer_m;;;;;40000;;;
dotacion;camisa jean manga larga mujer;l;40000;dotacion_camisa jean manga larga mujer_l;;;;;40000;;;
dotacion;camisa jean manga larga mujer;xl;40000;dotacion_camisa jean manga larga mujer_xl;;;;;40000;;;
dotacion;chaleco;s;47000;dotacion_chaleco_s;;;;;47000;;;
dotacion;chaleco;m;47000;dotacion_chaleco_m;;;;;47000;;;
dotacion;chaleco;l;47000;dotacion_chaleco_l;;;;;47000;;;
dotacion;chaleco;xl;47000;dotacion_chaleco_xl;;;;;47000;;;
dotacion;delantal-dril;NA;65000;dotacion_delantal-dril_NA;;;;;;;;
dotacion;delantal-antifluido;NA;65000;dotacion_delantal-antifluido_NA;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);16;50000;dotacion_Camiseta polo esencial (yute-lacost)_16;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);S;53000;dotacion_Camiseta polo esencial (yute-lacost)_S;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);M;53000;dotacion_Camiseta polo esencial (yute-lacost)_M;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);L;56000;dotacion_Camiseta polo esencial (yute-lacost)_L;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);XL;59000;dotacion_Camiseta polo esencial (yute-lacost)_XL;;;;;;;;
dotacion;Camiseta polo esencial (yute-lacost);XXL;62000;dotacion_Camiseta polo esencial (yute-lacost)_XXL;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);16;55000;dotacion_Camiseta polo ejecutiva (cole plus)_16;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);S;58000;dotacion_Camiseta polo ejecutiva (cole plus)_S;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);M;58000;dotacion_Camiseta polo ejecutiva (cole plus)_M;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);L;61000;dotacion_Camiseta polo ejecutiva (cole plus)_L;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);XL;61000;dotacion_Camiseta polo ejecutiva (cole plus)_XL;;;;;;;;
dotacion;Camiseta polo ejecutiva (cole plus);XXL;64000;dotacion_Camiseta polo ejecutiva (cole plus)_XXL;;;;;;;;
dotacion;Camiseta polo signature (polux);16;62000;dotacion_Camiseta polo signature (polux)_16;;;;;;;;
dotacion;Camiseta polo signature (polux);S;62000;dotacion_Camiseta polo signature (polux)_S;;;;;;;;
dotacion;Camiseta polo signature (polux);M;66000;dotacion_Camiseta polo signature (polux)_M;;;;;;;;
dotacion;Camiseta polo signature (polux);L;66000;dotacion_Camiseta polo signature (polux)_L;;;;;;;;
dotacion;Camiseta polo signature (polux);XL;69000;dotacion_Camiseta polo signature (polux)_XL;;;;;;;;
dotacion;Camiseta polo signature (polux);XXL;69000;dotacion_Camiseta polo signature (polux)_XXL;;;;;;;;
dotacion;Blusa manga larga-veneta signature;16;130000;dotacion_Blusa manga larga-veneta signature_16;;;;;;;;
dotacion;Blusa manga larga-veneta signature;S;130000;dotacion_Blusa manga larga-veneta signature_S;;;;;;;;
dotacion;Blusa manga larga-veneta signature;M;130000;dotacion_Blusa manga larga-veneta signature_M;;;;;;;;
dotacion;Blusa manga larga-veneta signature;L;130000;dotacion_Blusa manga larga-veneta signature_L;;;;;;;;
dotacion;Blusa manga larga-veneta signature;XL;130000;dotacion_Blusa manga larga-veneta signature_XL;;;;;;;;
dotacion;Blusa manga corta-veneta signature;16;110000;dotacion_Blusa manga corta-veneta signature_16;;;;;;;;
dotacion;Blusa manga corta-veneta signature;S;110000;dotacion_Blusa manga corta-veneta signature_S;;;;;;;;
dotacion;Blusa manga corta-veneta signature;M;110000;dotacion_Blusa manga corta-veneta signature_M;;;;;;;;
dotacion;Blusa manga corta-veneta signature;L;110000;dotacion_Blusa manga corta-veneta signature_L;;;;;;;;
dotacion;Blusa manga corta-veneta signature;XL;110000;dotacion_Blusa manga corta-veneta signature_XL;;;;;;;;
dotacion;Camisa manga larga-veneta signature;16;130000;dotacion_Camisa manga larga-veneta signature_16;;;;;;;;
dotacion;Camisa manga larga-veneta signature;S;130000;dotacion_Camisa manga larga-veneta signature_S;;;;;;;;
dotacion;Camisa manga larga-veneta signature;M;130000;dotacion_Camisa manga larga-veneta signature_M;;;;;;;;
dotacion;Camisa manga larga-veneta signature;L;130000;dotacion_Camisa manga larga-veneta signature_L;;;;;;;;
dotacion;Camisa manga larga-veneta signature;XL;130000;dotacion_Camisa manga larga-veneta signature_XL;;;;;;;;
dotacion;Camisa manga corta-veneta signature;16;110000;dotacion_Camisa manga corta-veneta signature_16;;;;;;;;
dotacion;Camisa manga corta-veneta signature;S;110000;dotacion_Camisa manga corta-veneta signature_S;;;;;;;;
dotacion;Camisa manga corta-veneta signature;M;110000;dotacion_Camisa manga corta-veneta signature_M;;;;;;;;
dotacion;Camisa manga corta-veneta signature;L;110000;dotacion_Camisa manga corta-veneta signature_L;;;;;;;;
dotacion;Camisa manga corta-veneta signature;XL;110000;dotacion_Camisa manga corta-veneta signature_XL;;;;;;;;
dotacion;Blusa manga larga-algodon;16;100000;dotacion_Blusa manga larga-algodon_16;;;;;;;;
dotacion;Blusa manga larga-algodon;S;100000;dotacion_Blusa manga larga-algodon_S;;;;;;;;
dotacion;Blusa manga larga-algodon;M;100000;dotacion_Blusa manga larga-algodon_M;;;;;;;;
dotacion;Blusa manga larga-algodon;L;100000;dotacion_Blusa manga larga-algodon_L;;;;;;;;
dotacion;Blusa manga larga-algodon;XL;100000;dotacion_Blusa manga larga-algodon_XL;;;;;;;;
dotacion;Blusa manga corta-algodon;16;100000;dotacion_Blusa manga corta-algodon_16;;;;;;;;
dotacion;Blusa manga corta-algodon;S;80000;dotacion_Blusa manga corta-algodon_S;;;;;;;;
dotacion;Blusa manga corta-algodon;M;80000;dotacion_Blusa manga corta-algodon_M;;;;;;;;
dotacion;Blusa manga corta-algodon;L;80000;dotacion_Blusa manga corta-algodon_L;;;;;;;;
dotacion;Blusa manga corta-algodon;XL;80000;dotacion_Blusa manga corta-algodon_XL;;;;;;;;
dotacion;Camisa manga larga-algodon;16;100000;dotacion_Camisa manga larga-algodon_16;;;;;;;;
dotacion;Camisa manga larga-algodon;S;100000;dotacion_Camisa manga larga-algodon_S;;;;;;;;
dotacion;Camisa manga larga-algodon;M;100000;dotacion_Camisa manga larga-algodon_M;;;;;;;;
dotacion;Camisa manga larga-algodon;L;100000;dotacion_Camisa manga larga-algodon_L;;;;;;;;
dotacion;Camisa manga larga-algodon;XL;100000;dotacion_Camisa manga larga-algodon_XL;;;;;;;;
dotacion;Camisa manga corta-algodon;16;80000;dotacion_Camisa manga corta-algodon_16;;;;;;;;
dotacion;Camisa manga corta-algodon;S;80000;dotacion_Camisa manga corta-algodon_S;;;;;;;;
dotacion;Camisa manga corta-algodon;M;80000;dotacion_Camisa manga corta-algodon_M;;;;;;;;
dotacion;Camisa manga corta-algodon;L;80000;dotacion_Camisa manga corta-algodon_L;;;;;;;;
dotacion;Camisa manga corta-algodon;XL;80000;dotacion_Camisa manga corta-algodon_XL;;;;;;;;
dotacion;pantalon hombre nova signature;28;130000;dotacion_pantalon hombre nova signature_28;;;;;;;;
dotacion;pantalon hombre nova signature;30;130000;dotacion_pantalon hombre nova signature_30;;;;;;;;
dotacion;pantalon hombre nova signature;32;130000;dotacion_pantalon hombre nova signature_32;;;;;;;;
dotacion;pantalon hombre nova signature;34;130000;dotacion_pantalon hombre nova signature_34;;;;;;;;
dotacion;pantalon hombre nova signature;36;130000;dotacion_pantalon hombre nova signature_36;;;;;;;;
dotacion;pantalon hombre nova signature;38;130000;dotacion_pantalon hombre nova signature_38;;;;;;;;
dotacion;pantalon hombre lino;28;90000;dotacion_pantalon hombre lino_28;;;;;;;;
dotacion;pantalon hombre lino;30;90000;dotacion_pantalon hombre lino_30;;;;;;;;
dotacion;pantalon hombre lino;32;90000;dotacion_pantalon hombre lino_32;;;;;;;;
dotacion;pantalon hombre lino;34;90000;dotacion_pantalon hombre lino_34;;;;;;;;
dotacion;pantalon hombre lino;36;90000;dotacion_pantalon hombre lino_36;;;;;;;;
dotacion;pantalon hombre lino;38;90000;dotacion_pantalon hombre lino_38;;;;;;;;
dotacion;slack ejecutivo (intermedio);2;70000;dotacion_slack ejecutivo (intermedio)_2;;;;;;;;
dotacion;slack ejecutivo (intermedio);4;70000;dotacion_slack ejecutivo (intermedio)_4;;;;;;;;
dotacion;slack ejecutivo (intermedio);6;70000;dotacion_slack ejecutivo (intermedio)_6;;;;;;;;
dotacion;slack ejecutivo (intermedio);8;70000;dotacion_slack ejecutivo (intermedio)_8;;;;;;;;
dotacion;slack ejecutivo (intermedio);10;70000;dotacion_slack ejecutivo (intermedio)_10;;;;;;;;
dotacion;slack ejecutivo (intermedio);12;70000;dotacion_slack ejecutivo (intermedio)_12;;;;;;;;
dotacion;slack ejecutivo (intermedio);14;70000;dotacion_slack ejecutivo (intermedio)_14;;;;;;;;
dotacion;slack strech signature;2;130000;dotacion_slack strech signature_2;;;;;;;;
dotacion;slack strech signature;4;130000;dotacion_slack strech signature_4;;;;;;;;
dotacion;slack strech signature;6;130000;dotacion_slack strech signature_6;;;;;;;;
dotacion;slack strech signature;8;130000;dotacion_slack strech signature_8;;;;;;;;
dotacion;slack strech signature;10;130000;dotacion_slack strech signature_10;;;;;;;;
dotacion;slack strech signature;12;130000;dotacion_slack strech signature_12;;;;;;;;
dotacion;slack strech signature;14;130000;dotacion_slack strech signature_14;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);28;73000;dotacion_pantalon hombre ejecutivo (intermedio)_28;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);30;73000;dotacion_pantalon hombre ejecutivo (intermedio)_30;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);32;73000;dotacion_pantalon hombre ejecutivo (intermedio)_32;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);34;73000;dotacion_pantalon hombre ejecutivo (intermedio)_34;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);36;76000;dotacion_pantalon hombre ejecutivo (intermedio)_36;;;;;;;;
dotacion;pantalon hombre ejecutivo (intermedio);38;81000;dotacion_pantalon hombre ejecutivo (intermedio)_38;;;;;;;;
dotacion;pantalon hombre esencial (EKO);28;56000;dotacion_pantalon hombre esencial (EKO)_28;;;;;;;;
dotacion;pantalon hombre esencial (EKO);30;56000;dotacion_pantalon hombre esencial (EKO)_30;;;;;;;;
dotacion;pantalon hombre esencial (EKO);32;58000;dotacion_pantalon hombre esencial (EKO)_32;;;;;;;;
dotacion;pantalon hombre esencial (EKO);34;60000;dotacion_pantalon hombre esencial (EKO)_34;;;;;;;;
dotacion;pantalon hombre esencial (EKO);36;61000;dotacion_pantalon hombre esencial (EKO)_36;;;;;;;;
dotacion;pantalon hombre esencial (EKO);38;67000;dotacion_pantalon hombre esencial (EKO)_38;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);28;80000;dotacion_pantalon hombre ejecutivo (NSC)_28;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);30;80000;dotacion_pantalon hombre ejecutivo (NSC)_30;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);32;80000;dotacion_pantalon hombre ejecutivo (NSC)_32;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);34;88000;dotacion_pantalon hombre ejecutivo (NSC)_34;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);36;88000;dotacion_pantalon hombre ejecutivo (NSC)_36;;;;;;;;
dotacion;pantalon hombre ejecutivo (NSC);38;93000;dotacion_pantalon hombre ejecutivo (NSC)_38;;;;;;;;
dotacion;slack ejecutivo (NSC);2;77000;dotacion_slack ejecutivo (NSC)_2;;;;;;;;
dotacion;slack ejecutivo (NSC);4;77000;dotacion_slack ejecutivo (NSC)_4;;;;;;;;
dotacion;slack ejecutivo (NSC);6;77000;dotacion_slack ejecutivo (NSC)_6;;;;;;;;
dotacion;slack ejecutivo (NSC);8;77000;dotacion_slack ejecutivo (NSC)_8;;;;;;;;
dotacion;slack ejecutivo (NSC);10;77000;dotacion_slack ejecutivo (NSC)_10;;;;;;;;
dotacion;slack ejecutivo (NSC);12;77000;dotacion_slack ejecutivo (NSC)_12;;;;;;;;
dotacion;slack ejecutivo (NSC);14;77000;dotacion_slack ejecutivo (NSC)_14;;;;;;;;
dotacion;slack esencial (EKO);2;56000;dotacion_slack esencial (EKO)_2;;;;;;;;
dotacion;slack esencial (EKO);4;56000;dotacion_slack esencial (EKO)_4;;;;;;;;
dotacion;slack esencial (EKO);6;58000;dotacion_slack esencial (EKO)_6;;;;;;;;
dotacion;slack esencial (EKO);8;60000;dotacion_slack esencial (EKO)_8;;;;;;;;
dotacion;slack esencial (EKO);10;61000;dotacion_slack esencial (EKO)_10;;;;;;;;
dotacion;slack esencial (EKO);12;67000;dotacion_slack esencial (EKO)_12;;;;;;;;
dotacion;slack esencial (EKO);14;68000;dotacion_slack esencial (EKO)_14;;;;;;;;
dotacion;Botas punta acero;NA;120000;dotacion_Botas punta acero_NA;;;;;;;;
dotacion;Gafas de seguridad;NA;12000;dotacion_Gafas de seguridad_NA;;;;;;;;
otros;Batas;16;70000;otros_Batas_16;;;;;;;;
otros;Batas;s;70000;otros_Batas_s;;;;;;;;
